367332, 4250
694804, 3700
163253, 3700
900288, 3150
304205, 7650
817786, 2800
822200, 4350
262343, 4400
390302, 3750
161227, 6800
397150, 6500
296698, 3350
606794, 3950
452090, 3800
235694, 6550
933923, 3250
289533, 4100
842256, 5150
478765, 2950
105527, 4850
293825, 3450
808161, 3100
603341, 3100
194338, 3500
331725, 3100
373614, 3350
813923, 4500
464829, 4000
41587, 3800
67343, 4300
378437, 4300
391030, 3750
862582, 3950
273958, 4050
551473, 3700
642973, 2950
371273, 3250
645730, 4750
109179, 4300
301217, 4000
687954, 3600
529142, 2450
153941, 3550
447562, 4550
26551, 4350
276196, 4600
777735, 2550
831111, 3000
359354, 2850
449723, 3300
3018, 4550
182797, 4700
63115, 3700
254238, 3700
414160, 3650
289432, 3900
83286, 3250
78183, 5450
64084, 3750
189179, 4700
798712, 5300
729204, 4100
923376, 3300
745563, 3500
967627, 3850
692612, 3100
33800, 5600
240657, 8250
262184, 3800
207400, 4200
518151, 3150
470248, 5350
451315, 3700
910487, 2300
198622, 3150
564601, 7750
805915, 3400
537593, 4350
71222, 2750
450553, 3750
931774, 3550
961709, 3900
308852, 2950
43505, 4250
482965, 4550
544760, 3550
485166, 6900
226072, 3800
112919, 3100
400360, 4050
437324, 3800
411487, 4100
656174, 4200
217681, 3500
68685, 3100
645488, 3850
466033, 3000
825752, 5500
318618, 3300
419781, 2850
