48185, 1100
85776, 1350
27207, 1550
72564, 800
35683, 1450
61333, 950
94806, 1050
45524, 1450
66962, 900
71656, 1000
24324, 1200
50880, 600
11646, 900
94030, 950
39807, 850
74535, 900
29432, 800
35461, 1050
97148, 750
23047, 850
48839, 850
50218, 1550
48343, 1050
42118, 1050
3715, 2600
33900, 1300
82989, 800
34968, 700
53815, 1050
62172, 950
32992, 950
97596, 850
10251, 800
69728, 1050
49431, 1150
29474, 1200
24612, 1200
45539, 1050
15185, 850
9147, 1350
63900, 1400
54858, 850
70575, 1050
35640, 1300
22557, 650
42245, 600
82276, 600
9688, 800
30431, 950
70726, 1150
53268, 1000
56, 600
62173, 800
59337, 950
12658, 1400
69635, 1000
52921, 850
31526, 1050
54590, 1200
61811, 850
62401, 900
18886, 800
40729, 1150
71166, 1050
25176, 550
40139, 1700
50153, 800
11773, 1150
56530, 800
45949, 950
73019, 1200
49671, 850
43443, 850
32873, 800
38958, 1150
94994, 900
53743, 1100
21130, 800
89250, 1100
17813, 800
46068, 850
53180, 850
12019, 1400
55953, 800
34574, 650
87209, 700
61876, 800
38097, 850
29624, 1250
59175, 900
53380, 1600
98366, 600
42916, 650
3590, 1050
80707, 850
38742, 1200
35592, 5550
30805, 1000
70399, 750
75361, 900
16313, 1150
93307, 1000
96522, 950
8086, 800
58715, 850
4350, 800
