469, 1150
326, 800
98, 850
369, 950
79, 1300
77, 800
820, 600
643, 900
863, 1200
589, 900
437, 1000
850, 650
692, 1000
261, 800
381, 700
26, 700
461, 1000
615, 900
118, 650
426, 850
812, 650
969, 650
436, 800
50, 1450
817, 650
221, 900
758, 550
588, 800
444, 1150
613, 1000
362, 650
818, 600
540, 1450
132, 650
771, 850
387, 950
470, 850
925, 1000
429, 800
95, 1050
234, 1100
439, 900
585, 850
750, 1000
218, 800
355, 600
754, 1200
555, 900
463, 1650
483, 900
13, 1050
442, 750
180, 850
299, 850
577, 850
371, 900
456, 1000
616, 700
404, 550
503, 850
925, 1000
287, 950
956, 600
499, 650
538, 700
326, 800
339, 1250
253, 900
663, 700
24, 1050
523, 800
610, 600
436, 800
767, 700
400, 700
433, 900
880, 800
898, 650
195, 700
282, 700
736, 800
482, 900
95, 1050
495, 1050
327, 850
386, 600
558, 600
568, 850
34, 1500
79, 1300
774, 850
667, 1400
193, 850
44, 850
258, 950
785, 850
907, 1050
900, 1150
305, 800
427, 800
383, 750
275, 1400
752, 1000
580, 650
162, 400
653, 700
846, 1050
289, 1450
689, 800
994, 1250
34, 1500
779, 700
227, 850
114, 700
419, 800
